Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/C_vFV0xS4Ud/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
17996099657680355,3906483117,,diiann.nan,❤️,0,0,0,09/10/2024 19:17,,,,
17973127628777672,39483160552,,anbiduri,❤️❤️❤️,0,0,0,09/10/2024 19:18,,,,
17869505268121438,1016303302,,_95zis,Bundiiii keren banget 🥹😭🫶💖,0,0,0,09/10/2024 19:18,,,,
17862818943164103,3950114421,,muhammad_dahlan_alan,Wah comeback nih. Saya kira sdh ngga berkarya lagi karena jarang muncul,2,0,0,09/10/2024 19:18,,,,
18072214459566507,5800873588,,ifahcamilla15,Maa Syaa Allah kereen bundi😍🔥,0,0,0,09/10/2024 19:18,,,,
18062402398648848,1490153491,,mitul_mita,🔥🔥🔥🔥,0,0,0,09/10/2024 19:18,,,,
17900235711047410,8308262517,,winarni2131,Banggaaaa 😍🔥. Free Palestine ❤️🇵🇸,0,0,0,09/10/2024 19:18,,,,
18041927300302183,2226868373,,meldamulyadi,Masya Allah terima kasih kak Dian sudah berani menyuarakan isi hatinya 😍🇵🇸,4,0,0,09/10/2024 19:18,,,,
17863638621214244,3190118722,,mamanuna.id,🔥🔥🔥❤️❤️❤️❤️,0,0,0,09/10/2024 19:18,,,,
17885619861098141,294320293,,laricha13,👏👏❤️❤️❤️❤️,0,0,0,09/10/2024 19:18,,,,
18091034878472613,12764435641,,nurfasieben,❤️❤️,0,0,0,09/10/2024 19:19,,,,
18317525824153238,1981813279,,mresthuputri,MasyaAllah bundiii ❤️❤️❤️❤️,0,0,0,09/10/2024 19:19,,,,
18240212230279518,215036639,,itazulaiha,Bangganya 😢😢😢👏🔥❤️,0,0,0,09/10/2024 19:19,,,,
18033489368180264,8585936772,,heny.setyowatiy,MasyaAllah... ❤️🔥,0,0,0,09/10/2024 19:19,,,,
18035120060472716,243746561,,sarahtuqa,🇵🇸 🥹❤,0,0,0,09/10/2024 19:19,,,,
18095333548415850,665202579,,1vstagram,Beautifully & mindfully said 🤍🤍🇵🇸,0,0,0,09/10/2024 19:20,,,,
17856735771252040,1519464209,,laelfajriah,MasyaAllah ❤️,3,0,0,09/10/2024 19:21,,,,
18017911547259508,1792642421,,nyun29,MasyaAllah😍 Free Palestina 😇,0,0,0,09/10/2024 19:21,,,,
